Dataset 1,,,Dataset 2,,,Dataset 3,,,Dataset 4,,,Dataset 5,
6.10927935,7.099959054,,8.060309834,6.133074804,,6.875,5,,6.729362281,8.826868734,,6.930775799,0.414268266
6.530124269,2.432850185,,9.356935149,3.733173348,,6.875,5.3125,,5.810062102,9.249791108,,6.935915172,5.646185747
4.98558816,7.728898808,,2.356087115,8.872027892,,6.875,5.625,,6.726931875,9.868333956,,8.214987732,1.522489511
1.361128072,4.411431111,,3.103320134,3.950985181,,6.875,5.9375,,7.26016412,8.059746379,,2.73695211,4.158453771
1.538500765,3.61412813,,8.546444748,4.355833835,,6.875,6.25,,6.607837903,8.304369053,,5.666562016,1.993901802
6.672382685,3.480163182,,4.706590517,0.144884855,,6.875,6.5625,,9.832080341,9.074075354,,7.45842692,6.074623217
0.62691081,6.295290693,,4.273139689,8.030145377,,6.875,6.875,,5.984477853,8.544005567,,0.149134787,2.636775176
2.409978429,3.885106343,,5.173822485,1.688707328,,6.875,7.1875,,7.970831478,8.761461453,,1.13934651,1.77141083
0.681963857,2.885075887,,9.454428521,9.296606583,,6.875,7.5,,7.36564692,9.736780235,,7.68900374,4.92773107
9.972587822,9.249025048,,1.708981698,0.457238443,,6.875,7.8125,,6.810661013,0.238538094,,7.494928344,9.676817589
8.411490712,4.636252621,,7.635279864,8.936415012,,6.875,8.125,,9.133578398,9.936428847,,8.664723653,4.875296018
3.801127086,3.024082133,,3.613583616,3.818009232,,6.875,8.4375,,7.31245736,8.05325733,,0.550180885,5.059052494
1.071283783,9.894337939,,7.593071635,9.020243031,,6.875,8.75,,7.446568571,9.954649821,,0.270926802,5.642807985
6.00864266,8.150166156,,2.834897145,3.686045166,,6.875,9.0625,,7.140738319,0.579788747,,3.939379754,7.427170239
5.867088898,8.515311233,,7.293744278,6.981832073,,6.875,9.375,,9.124608832,9.344663755,,9.691439995,3.295582163
1.900123711,2.998488594,,6.333237336,8.379508425,,6.875,9.6875,,7.237449732,0.023046373,,9.288326381,1.551386373
2.709718453,7.342253122,,1.539046895,1.86436886,,6.875,10,,6.074846934,8.788169929,,4.716426722,3.78960878
3.138309931,1.213796917,,9.439811555,5.468197412,,7.1875,0.3125,,7.123551971,8.054504582,,1.458406423,1.99719737
4.112621774,5.318583757,,0.05465784,4.300549721,,7.1875,0.625,,6.913278964,9.301184278,,5.205085119,4.458000494
2.774559756,7.309197633,,0.129835804,9.227124074,,7.1875,0.9375,,7.110944772,2.317156622,,9.026631894,4.832622682
6.983558485,5.08106657,,5.006026389,4.331537693,,7.1875,1.25,,8.702544667,8.51797935,,4.678856512,6.525858926
8.134894126,8.68008273,,1.229523145,3.938582743,,7.1875,1.5625,,7.983215134,0.576822802,,6.554628481,0.192869595
3.639139595,5.904520083,,6.901804752,5.349909233,,7.1875,1.875,,7.568959446,7.928355788,,9.98876176,3.065600137
1.735285534,2.549920622,,5.791826088,1.421891988,,7.1875,2.1875,,7.914366104,0.205431062,,7.358300834,0.18391753
4.48353715,6.581719989,,8.804126922,6.699212549,,7.1875,2.5,,9.089569913,7.598705064,,1.317810774,9.940933089
0.728033626,4.741871331,,0.290131785,4.673461129,,7.1875,2.8125,,6.863925939,7.566713836,,2.239568315,4.364429536
2.114301687,5.130507279,,8.805993588,6.218692798,,7.1875,3.125,,6.170198933,8.881307168,,8.326981059,7.394723494
6.826207321,8.161338112,,9.561668728,5.054147901,,7.1875,3.4375,,5.335102404,9.631538496,,3.938960103,4.842380501
7.163432262,2.248207465,,3.762980696,2.275832962,,7.1875,3.75,,6.739116877,1.272953875,,8.085668098,7.814361459
7.2770737,7.564719884,,6.917268509,1.48422345,,7.1875,4.0625,,6.159448805,9.450337816,,5.82906572,6.989302897
2.434056162,3.229055443,,4.508833611,9.117729287,,7.1875,4.375,,7.273675558,7.737680343,,6.770345862,9.014850048
2.517939914,5.5178454,,6.624864627,9.207523638,,7.1875,4.6875,,7.045651292,7.223238044,,7.28765684,3.47297472
6.037536075,4.197089551,,1.811916386,6.087466536,,7.1875,5,,7.322676139,0.047368129,,6.90677417,0.794459826
5.653230118,8.263834223,,2.811324515,7.74350656,,7.1875,5.3125,,6.440281843,8.879041227,,8.685774857,4.495695332
9.89179521,4.944271858,,9.771161389,0.402815339,,7.1875,5.625,,6.669998985,8.149863781,,2.199286933,1.068620286
7.130996438,8.913785289,,9.123908476,1.153368585,,7.1875,5.9375,,8.578358783,9.160250055,,9.825813949,3.372649734
1.376366206,9.381445631,,7.238295725,5.904184831,,7.1875,6.25,,7.631470949,9.320336429,,0.18935624,8.961344888
5.100621155,6.263821232,,0.832600968,9.990665625,,7.1875,6.5625,,4.440099452,9.004771446,,3.841405069,2.09750455
7.97816319,6.149911778,,9.541984074,0.273275355,,7.1875,6.875,,7.435382506,8.855498506,,9.125373259,1.044048449
5.809558814,6.795404709,,5.231686086,9.726407676,,7.1875,7.1875,,6.295837789,9.244862091,,8.490057858,7.972883611
6.751165808,2.565529984,,3.811709346,5.26046854,,7.1875,7.5,,7.549993958,9.436019338,,1.302878524,6.917804941
4.92025547,5.555464428,,7.505874544,2.239534221,,7.1875,7.8125,,5.95051778,0.246129366,,3.471072381,5.151125384
5.867284357,3.347740935,,5.411361882,2.373151659,,7.1875,8.125,,7.94718197,8.479620798,,1.250418831,1.674254491
1.473880636,1.820292298,,7.310363614,6.342581155,,7.1875,8.4375,,7.473213604,0.799190167,,6.403637388,0.708342629
2.808765664,0.844115159,,2.200025937,1.842492409,,7.1875,8.75,,7.701607145,8.603403681,,5.038284089,0.759748394
9.184585365,0.485036039,,5.60497446,5.444627632,,7.1875,9.0625,,8.578506473,0.193417172,,8.197675122,6.747830682
3.883844911,6.680584021,,3.986387378,3.849794365,,7.1875,9.375,,9.079813272,9.477564342,,2.594771654,8.952702945
9.413818067,4.577777282,,1.918457241,9.742159388,,7.1875,9.6875,,6.455065675,9.320634099,,3.183926542,6.845192304
7.800412706,7.692017557,,0.689096716,8.109194089,,7.1875,10,,7.754079284,8.708692265,,2.081467625,2.134060834
2.261328935,7.942672221,,7.275161068,3.715841802,,7.5,0.3125,,5.940025482,1.561817449,,6.035516053,5.619743665
8.341784782,5.528077033,,4.029383801,3.388356431,,7.5,0.625,,6.450822413,0.189962459,,1.136324082,3.294163486
9.367007703,2.402307895,,6.842103433,4.180203145,,7.5,0.9375,,6.756180239,8.73191467,,4.986184268,3.655006066
0.712247318,7.759822814,,4.558652151,0.874389914,,7.5,1.25,,7.095275453,9.190167804,,5.754564206,0.740589465
4.974400492,4.738546501,,4.101272029,8.100034569,,7.5,1.5625,,7.832343913,7.470361013,,9.196607363,9.882285989
8.142023009,6.805376748,,2.756050397,5.677073528,,7.5,1.875,,6.3652281,9.375879323,,4.430345869,9.940566327
1.410896094,5.418136024,,8.089501476,9.728051186,,7.5,2.1875,,7.353110102,6.52237518,,8.587442715,5.828205161
3.657038198,4.519762081,,9.667787365,7.838247607,,7.5,2.5,,5.40124394,5.759522986,,5.029251178,3.827792632
4.014550832,6.678851546,,5.845696781,7.527732792,,7.5,2.8125,,6.35321767,9.009965218,,0.854411969,9.111783805
8.327213416,6.680172991,,0.657682478,9.589139532,,7.5,3.125,,5.636340911,0.537192453,,8.723315681,1.108837532
1.453611672,6.987934185,,1.479104998,5.331644319,,7.5,3.4375,,5.930188589,9.364394668,,0.876809827,2.712225379
5.663932058,2.947341806,,3.314613812,8.377597837,,7.5,3.75,,7.100087098,9.975139711,,6.799562429,9.984907813
8.004395153,5.992798974,,8.784631014,6.664902605,,7.5,4.0625,,7.022355413,7.42535993,,4.185772411,6.308796756
7.33794905,6.42363948,,1.754173862,0.962476677,,7.5,4.375,,7.820654067,9.448875736,,2.471078619,6.31938865
2.122718926,4.488262057,,1.597792687,7.721414909,,7.5,4.6875,,7.204287636,1.408276695,,9.856854228,1.115893742
3.748327047,3.620952814,,6.71157698,8.978660914,,7.5,5,,5.295297576,9.008750777,,4.336399465,0.325171765
3.700885337,3.399076523,,6.776560964,7.879483946,,7.5,5.3125,,5.652864867,9.342014744,,8.756068809,9.712052724
2.658415075,6.621188433,,8.608134169,9.49067431,,7.5,5.625,,8.150176043,6.776869709,,1.441064265,8.463198581
2.108929037,4.46683553,,5.843584509,5.163235932,,7.5,5.9375,,7.000940841,7.728851301,,4.391111357,3.678264299
9.787260533,5.096027973,,2.324323078,7.984982268,,7.5,6.25,,8.266434138,7.511781989,,9.481957177,3.558002492
3.685461773,3.23640666,,4.35549422,9.906152143,,7.5,6.5625,,6.742080907,8.52420998,,5.967063671,2.346388692
7.211060095,6.137451536,,6.594758225,7.889544919,,7.5,6.875,,7.739535906,8.802957482,,6.084048372,6.786337102
7.665158096,4.501328558,,1.639213074,2.719550439,,7.5,7.1875,,6.063067887,9.381867588,,9.913848391,1.501260755
8.144096628,0.949159445,,3.793455701,9.916164176,,7.5,7.5,,6.887281224,8.755424882,,4.588344534,3.406297609
3.484659072,9.477365762,,1.697041249,5.98948096,,7.5,7.8125,,6.136422829,9.098165073,,4.895062345,7.122266271
3.19343817,5.027264495,,6.029998782,2.035499168,,7.5,8.125,,6.94693959,9.30915632,,0.278955577,7.160374666
6.959424616,9.123270466,,8.618903829,8.722031623,,7.5,8.4375,,7.954305228,7.384229514,,9.480081977,6.12247144
9.403098215,4.858118172,,6.219292498,5.907281168,,7.5,8.75,,6.884697903,8.476164624,,4.36923229,4.604173944
8.294380823,3.303015709,,2.105684463,0.726143445,,7.5,9.0625,,6.683715059,8.07147882,,4.205578121,1.182704646
5.517160486,2.84699902,,0.559488767,2.933823813,,7.5,9.375,,8.137330133,8.133821075,,0.210416383,4.637438727
9.64257848,2.980684515,,6.501485497,5.754230876,,7.5,9.6875,,4.54246041,0.763855252,,7.891584836,9.65920228
6.528802674,2.879160263,,4.319580293,9.568435427,,7.5,10,,6.441328695,9.84578878,,4.869068674,2.272891962
4.728365676,4.658139204,,7.035984011,9.625697289,,7.8125,0.3125,,6.044336408,9.230646935,,9.088685254,8.672048134
0.708259233,0.759740062,,3.004768725,1.930264713,,7.8125,0.625,,7.128520552,8.802692568,,9.608234928,4.069632975
8.89967072,5.350184226,,3.480460492,5.014818162,,7.8125,0.9375,,7.108019429,9.988969723,,5.439025875,0.938632926
6.551944886,8.945877851,,9.794189091,6.979144023,,7.8125,1.25,,6.44231498,0.767414895,,4.436714787,1.919449651
8.396580887,6.155579968,,5.860949565,4.119753608,,7.8125,1.5625,,7.025975247,8.959456191,,9.692970683,8.747588
0.675657553,5.513109914,,8.972825597,9.509167013,,7.8125,1.875,,6.609489018,8.317621717,,8.448265547,4.000137711
9.427795676,9.286324539,,7.402790434,7.808584444,,7.8125,2.1875,,6.378610213,9.178643691,,4.696309338,5.719530112
4.323641516,9.343349681,,5.620864455,0.294311107,,7.8125,2.5,,7.84623482,8.4225424,,9.78814504,5.926526615
4.43949531,4.336095721,,8.93878228,1.895343079,,7.8125,2.8125,,9.168748288,9.686372794,,6.973544279,5.138114321
7.550598562,5.311977369,,5.612599784,0.801805057,,7.8125,3.125,,5.672728529,8.573076628,,2.662266112,3.853649309
4.491743337,6.84865239,,0.45414116,4.458555976,,7.8125,3.4375,,7.094444576,9.107267416,,4.080103905,1.327905081
8.788031188,3.650002668,,9.499019341,2.452521213,,7.8125,3.75,,6.39790009,9.122070209,,2.264139924,7.031950042
6.868081212,7.27985195,,6.214592673,0.751082501,,7.8125,4.0625,,7.073445468,9.294540894,,6.136608878,1.188818875
4.109478848,4.843071848,,9.310128968,8.905905496,,7.8125,4.375,,7.36453503,9.971895277,,4.774858662,1.352052256
7.089552745,7.648419319,,8.04074287,1.218584743,,7.8125,4.6875,,6.419649888,9.343981497,,6.743491597,1.503944911
0.444180612,5.737077624,,5.661295316,9.252801638,,7.8125,5,,5.752591593,8.198741798,,1.04090469,5.897544144
5.113367114,9.493223922,,5.879734722,7.49680536,,7.8125,5.3125,,7.21394088,7.887746844,,0.053378132,7.098517025
3.430724773,8.019374441,,9.75590602,0.306963725,,7.8125,5.625,,7.384587555,9.48314242,,0.430382328,9.723284811
9.744783481,2.517189626,,3.048733727,9.65591255,,7.8125,5.9375,,5.490550076,1.512785954,,8.676311124,1.133525668
7.520738732,0.796451392,,1.653864344,7.18635634,,7.8125,6.25,,5.239601955,9.483486166,,9.056584522,6.973129641
2.992183661,9.832188134,,3.177632897,8.78408522,,7.8125,6.5625,,7.582922289,9.564502261,,9.513121323,4.073998157
4.432591259,7.850183991,,6.813214422,2.512206744,,7.8125,6.875,,7.155282531,7.723692851,,8.461875172,4.28290819
8.29925439,6.212914595,,9.6709494,7.777950919,,7.8125,7.1875,,8.085435591,9.326387947,,1.038475882,6.0387765
7.01821244,2.796026732,,3.67499629,9.518615214,,7.8125,7.5,,7.195347009,9.002236946,,4.155637914,4.74542046
6.543441968,3.267575518,,2.052085818,9.334282538,,7.8125,7.8125,,5.770819684,8.676892217,,0.888983071,4.541905801
4.739564623,8.272091364,,5.583056562,9.488184962,,7.8125,8.125,,5.847168574,8.672907137,,0.357349605,1.9791163
8.096409011,2.934425838,,1.73427316,9.42163478,,7.8125,8.4375,,7.007479464,9.41560819,,3.125400153,4.176971461
8.022794063,5.258180965,,9.665936575,0.899352949,,7.8125,8.75,,4.682811563,9.101527203,,4.93776857,1.31288257
1.794311303,3.493947615,,0.702110814,1.050102757,,7.8125,9.0625,,7.248197804,0.436746521,,2.648082429,8.206472754
8.974058391,3.629311902,,7.1203647,0.33617154,,7.8125,9.375,,7.039235079,6.581671965,,2.190270529,5.741238778
0.970732357,6.950789979,,4.453525537,9.293175009,,7.8125,9.6875,,7.719799446,9.275247063,,6.433859443,5.452509763
7.137823802,3.33011617,,8.304674943,5.192313341,,7.8125,10,,5.380405852,8.288437654,,9.632982891,4.541608417
8.459506974,6.499338782,,8.995039586,9.985942985,,8.125,0.3125,,6.816963593,9.642770591,,8.881167794,6.833668414
2.878575412,2.715682845,,1.097959881,5.291168327,,8.125,0.625,,5.758290207,8.479417083,,5.019909113,7.368770963
3.353039625,4.238350903,,6.183346846,6.143208374,,8.125,0.9375,,7.058887711,7.471981056,,8.214509908,7.198563813
9.557691227,2.343174341,,2.459961848,4.072773548,,8.125,1.25,,6.806929246,0.364787419,,9.701505529,0.497832269
0.610914927,9.134653649,,8.95326608,0.431191191,,8.125,1.5625,,5.619063006,9.361190113,,4.015964629,8.636772319
1.485917319,3.83964987,,0.99809104,5.130374527,,8.125,1.875,,6.214490629,8.134410035,,4.784969032,4.424135881
0.015100684,7.195100179,,9.875119762,5.772282805,,8.125,2.1875,,6.262532197,9.35657095,,9.102115589,0.817681248
9.697498514,2.260364094,,0.687100931,4.138812278,,8.125,2.5,,7.542772773,8.107734225,,3.724971552,2.925548732
6.247165976,5.025367733,,1.41998827,7.711357482,,8.125,2.8125,,7.472512244,0.247992146,,4.577598301,3.450552009
9.681961075,1.822349223,,0.184140986,0.492711298,,8.125,3.125,,7.557806905,9.469763406,,9.027883673,4.97658862
4.614089262,4.282273741,,1.752578816,6.486029807,,8.125,3.4375,,7.537436515,9.506397198,,4.092310752,0.791335282
3.352560832,7.465853198,,2.78427836,8.882246067,,8.125,3.75,,6.627237284,8.834361472,,2.175132884,0.60873805
7.426591752,0.073976856,,6.004302103,6.424249305,,8.125,4.0625,,6.174114454,8.874951979,,9.398696057,0.772585738
7.778153173,1.711512853,,3.702560434,9.490318949,,8.125,4.375,,7.285385863,8.940367858,,4.786601717,1.520369531
3.208258891,4.560191606,,8.295256031,4.525520154,,8.125,4.6875,,4.876768259,7.177148561,,4.081726207,1.79107081
2.684198971,4.028025753,,2.08089922,5.823305832,,8.125,5,,5.842640594,9.318226575,,4.092395534,5.021070185
7.35830991,4.905319384,,3.734129566,3.351441285,,8.125,5.3125,,8.030803944,7.676797778,,8.812792747,1.613024912
2.582519032,7.831051407,,6.050814072,3.406856722,,8.125,5.625,,5.840913546,0.963786484,,4.636039616,1.292794829
1.97603465,5.890078147,,7.512126211,7.67216928,,8.125,5.9375,,7.872945205,8.857483018,,9.723808132,9.123721331
8.369489097,3.10613309,,0.784165089,3.551602671,,8.125,6.25,,7.830174901,8.686817487,,1.239793904,5.110969095
9.013044912,1.796467845,,1.803366072,0.304617068,,8.125,6.5625,,7.065358743,7.092313143,,2.997582605,3.529478372
2.80249063,3.517488282,,2.467221671,4.363941121,,8.125,6.875,,6.426615954,9.801013865,,5.42947415,4.866869809
8.894362453,4.202533006,,4.281736171,9.66126808,,8.125,7.1875,,7.061303581,9.638287771,,9.028895589,3.726137888
1.617235034,3.697427111,,5.480321027,0.086486896,,8.125,7.5,,7.545575249,8.566663447,,0.549279348,3.359481711
2.588445747,8.173797081,,3.909661614,6.264977105,,8.125,7.8125,,6.497258536,0.459533553,,9.732448536,3.902329912
4.832270416,5.996053549,,0.543979531,6.335165559,,8.125,8.125,,8.05821747,0.193584788,,4.742513296,4.510782035
0.056978639,9.963808847,,7.111402006,9.543487065,,8.125,8.4375,,6.360145998,8.700471763,,3.99762504,1.591765225
2.070040645,5.540007023,,3.295448313,6.008655343,,8.125,8.75,,5.204897576,8.972665993,,9.241040825,8.119478542
0.882443459,2.824689676,,0.115700063,1.239046976,,8.125,9.0625,,7.634547418,9.413315076,,9.403579776,6.46524277
7.018307214,1.576986949,,0.642262759,0.977758036,,8.125,9.375,,6.861603787,9.888551585,,5.862760731,3.095068229
8.851231359,9.939749735,,0.923994811,7.947587723,,8.125,9.6875,,6.62491774,8.996049687,,6.181998159,0.395823949
2.899502153,6.41659888,,0.687793546,0.430172468,,8.125,10,,8.580616167,8.887625068,,2.588574115,9.61561705
2.286485997,3.182328032,,3.880881006,0.118085856,,8.4375,0.3125,,7.312377834,9.437085725,,8.974883795,5.519132966
2.134819118,4.754250947,,1.114792493,9.30126025,,8.4375,0.625,,6.067417252,0.270003526,,2.76260417,1.813632192
8.589613164,1.414058428,,9.021811506,8.654680125,,8.4375,0.9375,,5.710263382,8.504860693,,9.665068747,4.460233309
7.682376202,5.621320052,,0.072001338,4.189763921,,8.4375,1.25,,6.655848733,9.295390296,,0.280950417,5.96374739
8.149746492,1.75901095,,1.721541007,0.67617708,,8.4375,1.5625,,7.412291784,9.776275495,,4.586441864,6.787552705
6.565587738,4.775309305,,5.633891147,0.180433402,,8.4375,1.875,,7.080596774,7.570558984,,3.049696918,1.374011793
1.247019667,4.404773226,,0.942766616,5.832809772,,8.4375,2.1875,,7.751805793,9.284141492,,5.552373083,6.483846501
3.029148946,8.434367033,,9.612282296,9.87931457,,8.4375,2.5,,5.706997442,7.632271308,,7.021950026,9.047483704
8.589734513,3.533855031,,3.823778554,2.080176958,,8.4375,2.8125,,6.074680465,9.422725749,,6.397474374,9.801462709
5.052239759,1.74736364,,5.405453418,4.572833659,,8.4375,3.125,,6.748660456,8.777627176,,0.530091444,2.484443743
6.893298928,5.15944396,,8.954817939,5.239703359,,8.4375,3.4375,,7.286004492,7.410550247,,6.116741631,9.152895017
4.596321066,8.212028156,,4.234875919,6.567708137,,8.4375,3.75,,6.709191877,7.8905511,,5.263074987,3.10082744
7.452262147,3.550813378,,2.00274502,9.041995096,,8.4375,4.0625,,6.372857237,8.753877228,,6.414367792,6.156159856
4.093760486,4.872124832,,1.896148485,1.117753155,,8.4375,4.375,,8.196166554,6.478660705,,9.379606676,5.84068778
7.672969057,7.737982656,,3.838951268,1.959088786,,8.4375,4.6875,,7.642100045,9.087013187,,8.574925734,9.943082455
9.920073379,5.570640915,,2.984033785,3.301424727,,8.4375,5,,5.312795856,7.9797234,,6.755827454,3.601559688
9.457023403,6.421309456,,9.482076419,5.11299519,,8.4375,5.3125,,6.614734042,8.849847191,,8.001234512,9.656295542
8.92943947,6.182136093,,4.041786285,1.320531316,,8.4375,5.625,,7.824616791,7.920478795,,1.893233715,6.790472552
1.944425063,2.401642103,,2.82959354,8.434740926,,8.4375,5.9375,,5.050106366,8.553030442,,6.927379844,0.238719859
7.832288666,6.654397417,,4.896455517,6.648546359,,8.4375,6.25,,8.37877621,9.034029383,,6.776685446,0.994329057
2.523815672,2.049149093,,2.654670564,4.093575734,,8.4375,6.5625,,5.996834081,9.035060194,,8.317779486,8.101616551
7.244396938,7.197786489,,4.849414644,6.804001502,,8.4375,6.875,,7.588663728,0.165284397,,3.128025122,0.835284891
4.73679792,4.1456004,,3.687948814,9.430253614,,8.4375,7.1875,,6.885531669,0.185379025,,9.545375155,2.221271467
0.80235872,5.805326781,,8.045986324,8.492873264,,8.4375,7.5,,7.053527022,9.296603167,,8.784012704,4.832784394
0.538042442,3.100687663,,5.797376229,8.591222372,,8.4375,7.8125,,7.832343867,0.312578967,,2.364058149,0.41855613
1.066543698,6.498091514,,1.917222792,2.5834275,,8.4375,8.125,,7.983396073,8.20083792,,5.504752548,6.040562604
5.870177349,0.522383026,,4.151570665,3.419999893,,8.4375,8.4375,,4.805501218,0.333133315,,5.032873427,3.178199767
8.473437416,3.149886061,,4.187131905,4.091935941,,8.4375,8.75,,6.937017844,8.886651454,,9.748064535,9.910905473
3.454912894,4.907664075,,0.484071287,7.348354972,,8.4375,9.0625,,6.819042805,0.226392958,,4.784195889,0.928476722
1.784784136,3.390849992,,9.008001344,4.971689155,,8.4375,9.375,,8.464548766,8.795406637,,6.240361268,2.36103201
3.600399511,5.285927592,,3.747645808,7.281098162,,8.4375,9.6875,,6.929318636,8.088659079,,9.259625042,0.285774397
6.278498327,0.979154917,,8.527640235,6.150961382,,8.4375,10,,7.52144194,9.299207801,,7.946312384,5.1406523
5.215949587,2.970925801,,0.675303388,1.622200635,,8.75,0.3125,,6.696128614,9.605798734,,1.217567217,2.943155523
3.880827014,7.396107428,,4.794551105,1.730541388,,8.75,0.625,,8.087027018,8.65605673,,7.458168502,4.052605245
4.889866001,1.660336387,,0.169562415,9.390304906,,8.75,0.9375,,7.082127109,0.322900415,,5.591623076,3.703305915
0.454828179,9.207444671,,4.854172366,8.522448243,,8.75,1.25,,6.496407793,8.698092047,,6.118314628,9.439628125
1.989171917,2.523884136,,7.659515322,8.883369646,,8.75,1.5625,,6.756305414,9.713989084,,2.185666541,4.79522457
5.49063211,4.967310103,,8.260752776,6.613736976,,8.75,1.875,,6.747044906,8.531937831,,3.390556747,7.089696814
2.563298843,2.68992138,,5.922769549,5.320375588,,8.75,2.1875,,6.94443632,8.696537572,,2.349525515,9.385833969
6.202487401,6.501311651,,5.29188636,5.143161377,,8.75,2.5,,6.513228689,0.263773732,,3.95811518,2.499913777
3.617431097,2.183088605,,5.218677933,4.41135383,,8.75,2.8125,,5.817385991,8.115781231,,9.097317822,2.710135236
9.746776232,5.068371504,,5.510246905,5.654302905,,8.75,3.125,,6.356490863,9.103455049,,9.417898444,2.328607442
2.153055862,2.682673096,,4.14790644,3.419506102,,8.75,3.4375,,7.71393718,9.00923152,,1.368914743,4.544062972
1.573154938,4.06499303,,4.91216053,5.584007315,,8.75,3.75,,7.861792211,7.418419421,,6.582996558,3.191877294
2.490703406,0.117903846,,5.879679548,5.121241221,,8.75,4.0625,,8.49153893,7.179410575,,9.845343742,9.9693209
4.269028661,3.051615093,,4.431073305,5.613704389,,8.75,4.375,,7.635762661,9.140854379,,4.01751467,5.720323029
3.694346517,8.783714489,,5.010166043,4.846938751,,8.75,4.6875,,6.755806027,0.45884412,,0.633433107,9.51144611
7.543880077,4.914226056,,3.228091261,3.538838629,,8.75,5,,8.104809815,9.095090931,,1.64855714,3.097817242
3.565030384,9.08883751,,4.41049875,5.04405907,,8.75,5.3125,,5.764655687,9.068010215,,7.919698472,3.914776161
5.842828664,8.396912714,,5.287084446,3.384122576,,8.75,5.625,,6.348007916,7.570072865,,9.73293843,2.238387275
8.66580462,7.093813373,,5.044596816,4.26267983,,8.75,5.9375,,7.378747262,7.261367898,,6.57298225,3.158522991
1.414760897,4.629675798,,5.04808669,3.948343975,,8.75,6.25,,7.754851247,8.88472229,,6.039072524,5.51334037
9.826999645,1.315196937,,3.35634978,3.978703715,,8.75,6.5625,,8.108636959,8.022703493,,4.626037599,8.968974781
1.880866274,7.550291655,,5.445423696,5.88189625,,8.75,6.875,,6.858371379,9.628909837,,1.7755406,3.67906416
5.451985161,4.009907633,,4.083547104,5.445957652,,8.75,7.1875,,6.29003246,8.807053649,,6.488912882,6.71655855
4.491664172,1.788653935,,5.180172696,4.720611552,,8.75,7.5,,6.58828562,9.142404599,,7.508606313,1.322906166
6.045665085,7.747279685,,6.091085039,4.355538638,,8.75,7.8125,,4.463449976,9.603403179,,5.234241162,2.879704874
6.440788808,9.382126253,,8.232779703,4.488368347,,8.75,8.125,,6.296811731,0.130715032,,4.190356086,7.645975787
4.220568068,4.416194855,,5.757692373,6.08900072,,8.75,8.4375,,6.762101599,9.44069554,,2.410382584,4.108651967
8.640644785,8.413453054,,5.543914448,4.718748145,,8.75,8.75,,7.363982281,7.525511014,,2.752708901,1.427822414
6.941484676,1.864621787,,4.736130983,6.502849622,,8.75,9.0625,,8.990661739,9.910227272,,4.011941657,2.122438288
6.75392707,8.428220946,,3.164540953,5.030324689,,8.75,9.375,,7.603942175,9.458714301,,2.509819818,2.023145579
9.184858859,3.210595846,,3.211156528,5.500041907,,8.75,9.6875,,5.42313147,8.733868219,,9.084445467,6.216028009
6.341119151,4.899890811,,3.598897057,4.5490897,,8.75,10,,7.877390825,8.36611171,,7.302759641,1.704142577
2.10938012,7.836764572,,4.263984832,4.412846707,,9.0625,0.3125,,5.620966718,0.221066143,,6.849390303,8.094735102
4.348741607,9.712820702,,3.988306327,3.105793429,,9.0625,0.625,,7.058426574,8.334671827,,7.512417392,8.467089912
2.308988506,9.535364893,,5.897164273,4.795045708,,9.0625,0.9375,,6.421484896,9.926609025,,3.945464834,7.57248497
0.177375051,0.805008139,,4.272478319,5.196396729,,9.0625,1.25,,5.774181441,9.541489041,,6.543203472,7.784587943
6.603617985,5.783249961,,6.361028776,2.913023017,,9.0625,1.5625,,7.036895305,9.175666106,,4.410185356,1.675319706
6.386245489,7.135604305,,4.869307218,6.881462637,,9.0625,1.875,,7.357634816,9.757033126,,1.179178941,5.38029143
5.675513641,7.858609725,,5.296870443,3.496292732,,9.0625,2.1875,,5.453868829,8.825245319,,3.421905896,6.058382472
5.56236282,1.004342154,,5.976011969,5.043329319,,9.0625,2.5,,7.210667522,6.594922618,,3.268110564,4.803215563
5.904228969,9.786247891,,4.071226529,7.80943416,,9.0625,2.8125,,5.690924739,0.074409462,,1.534647944,6.235761689
7.222088352,5.971941049,,4.632006072,2.884192728,,9.0625,3.125,,8.532088807,9.879385254,,2.752924552,7.12426186
4.667321539,8.197886429,,4.041699239,3.834691896,,9.0625,3.4375,,8.007936148,9.279254262,,8.116393339,3.201862454
3.013426609,1.891601699,,4.566043111,6.824074612,,9.0625,3.75,,8.834202571,9.292510523,,1.410844333,6.161472295
6.392710939,9.070385194,,4.690558398,4.639136859,,9.0625,4.0625,,7.170804909,9.067514226,,8.739573649,2.141156395
0.569109936,6.048124087,,5.23387099,3.706653372,,9.0625,4.375,,8.006853072,9.911854245,,4.055361903,3.116340055
2.551460704,7.588821222,,4.554455524,6.712678304,,9.0625,4.6875,,6.947985465,9.750808679,,2.134158801,4.410412535
2.597509402,3.114266748,,4.411014236,5.161020916,,9.0625,5,,7.323503006,9.087251917,,0.756874313,1.609165106
9.395084872,4.831710035,,7.826696957,4.28599965,,9.0625,5.3125,,5.206660532,9.706887838,,0.337240953,5.529269798
9.683339064,6.534478022,,4.873495019,4.126925832,,9.0625,5.625,,7.959754887,0.853264922,,4.310625537,2.712185184
1.041765206,5.079900339,,2.757603525,4.957175772,,9.0625,5.9375,,7.360064918,8.211738722,,2.756689371,2.164947137
4.362787091,9.314614105,,3.974234863,4.220330018,,9.0625,6.25,,7.211268519,0.034774927,,0.159184608,8.557210832
